FullGeoName_x,YEAR_x,STATE,RATE_x,DEATHS_x,FullGeoName_y,YEAR_y,RATE_y,DEATHS_y,URL
De,2016,DE,11.5,119,De,2014,13.2,126,/nchs/pressroom/states/delaware/delaware.htm
De,2016,DE,11.5,119,De,2005,9.7,83,/nchs/pressroom/states/delaware/delaware.htm
De,2015,DE,12.6,122,De,2021,13.6,137,/nchs/pressroom/states/delaware/de.htm
De,2015,DE,12.6,122,De,2020,12.3,124,/nchs/pressroom/states/delaware/de.htm
De,2015,DE,12.6,122,De,2019,11.3,111,/nchs/pressroom/states/delaware/de.htm
De,2015,DE,12.6,122,De,2018,11.4,113,/nchs/pressroom/states/delaware/de.htm
De,2015,DE,12.6,122,De,2017,11.6,112,/nchs/pressroom/states/delaware/delaware.htm
De,2015,DE,12.6,122,De,2016,11.5,119,/nchs/pressroom/states/delaware/delaware.htm
De,2015,DE,12.6,122,De,2015,12.6,122,/nchs/pressroom/states/delaware/delaware.htm
De,2015,DE,12.6,122,De,2014,13.2,126,/nchs/pressroom/states/delaware/delaware.htm
De,2015,DE,12.6,122,De,2005,9.7,83,/nchs/pressroom/states/delaware/delaware.htm
De,2014,DE,13.2,126,De,2021,13.6,137,/nchs/pressroom/states/delaware/de.htm
De,2014,DE,13.2,126,De,2020,12.3,124,/nchs/pressroom/states/delaware/de.htm
De,2014,DE,13.2,126,De,2019,11.3,111,/nchs/pressroom/states/delaware/de.htm
De,2014,DE,13.2,126,De,2018,11.4,113,/nchs/pressroom/states/delaware/de.htm
De,2014,DE,13.2,126,De,2017,11.6,112,/nchs/pressroom/states/delaware/delaware.htm
De,2014,DE,13.2,126,De,2016,11.5,119,/nchs/pressroom/states/delaware/delaware.htm
De,2014,DE,13.2,126,De,2015,12.6,122,/nchs/pressroom/states/delaware/delaware.htm
De,2014,DE,13.2,126,De,2014,13.2,126,/nchs/pressroom/states/delaware/delaware.htm
De,2014,DE,13.2,126,De,2005,9.7,83,/nchs/pressroom/states/delaware/delaware.htm
De,2005,DE,9.7,83,De,2021,13.6,137,/nchs/pressroom/states/delaware/de.htm
De,2005,DE,9.7,83,De,2020,12.3,124,/nchs/pressroom/states/delaware/de.htm
De,2005,DE,9.7,83,De,2019,11.3,111,/nchs/pressroom/states/delaware/de.htm
De,2005,DE,9.7,83,De,2018,11.4,113,/nchs/pressroom/states/delaware/de.htm
De,2005,DE,9.7,83,De,2017,11.6,112,/nchs/pressroom/states/delaware/delaware.htm
De,2005,DE,9.7,83,De,2016,11.5,119,/nchs/pressroom/states/delaware/delaware.htm
De,2005,DE,9.7,83,De,2015,12.6,122,/nchs/pressroom/states/delaware/delaware.htm
De,2005,DE,9.7,83,De,2014,13.2,126,/nchs/pressroom/states/delaware/delaware.htm
De,2005,DE,9.7,83,De,2005,9.7,83,/nchs/pressroom/states/delaware/delaware.htm
Fl,2021,FL,14.0,3351,Fl,2021,14.0,3351,/nchs/pressroom/states/florida/fl.htm
Fl,2021,FL,14.0,3351,Fl,2020,13.2,3135,/nchs/pressroom/states/florida/fl.htm
Fl,2021,FL,14.0,3351,Fl,2019,14.5,3465,/nchs/pressroom/states/florida/fl.htm
Fl,2021,FL,14.0,3351,Fl,2018,15.2,3567,/nchs/pressroom/states/florida/fl.htm
Fl,2021,FL,14.0,3351,Fl,2017,14.0,"3,227",/nchs/pressroom/states/florida/florida.htm
Fl,2021,FL,14.0,3351,Fl,2016,14.0,"3,143",/nchs/pressroom/states/florida/florida.htm
Fl,2021,FL,14.0,3351,Fl,2015,14.4,"3,205",/nchs/pressroom/states/florida/florida.htm
Fl,2021,FL,14.0,3351,Fl,2014,13.9,"3,035",/nchs/pressroom/states/florida/florida.htm
Fl,2021,FL,14.0,3351,Fl,2005,12.5,"2,347",/nchs/pressroom/states/florida/florida.htm
Fl,2020,FL,13.2,3135,Fl,2021,14.0,3351,/nchs/pressroom/states/florida/fl.htm
Fl,2020,FL,13.2,3135,Fl,2020,13.2,3135,/nchs/pressroom/states/florida/fl.htm
Fl,2020,FL,13.2,3135,Fl,2019,14.5,3465,/nchs/pressroom/states/florida/fl.htm
Fl,2020,FL,13.2,3135,Fl,2018,15.2,3567,/nchs/pressroom/states/florida/fl.htm
Fl,2020,FL,13.2,3135,Fl,2017,14.0,"3,227",/nchs/pressroom/states/florida/florida.htm
Fl,2020,FL,13.2,3135,Fl,2016,14.0,"3,143",/nchs/pressroom/states/florida/florida.htm
Fl,2020,FL,13.2,3135,Fl,2015,14.4,"3,205",/nchs/pressroom/states/florida/florida.htm
Fl,2020,FL,13.2,3135,Fl,2014,13.9,"3,035",/nchs/pressroom/states/florida/florida.htm
Fl,2020,FL,13.2,3135,Fl,2005,12.5,"2,347",/nchs/pressroom/states/florida/florida.htm
Fl,2019,FL,14.5,3465,Fl,2021,14.0,3351,/nchs/pressroom/states/florida/fl.htm
Fl,2019,FL,14.5,3465,Fl,2020,13.2,3135,/nchs/pressroom/states/florida/fl.htm
Fl,2019,FL,14.5,3465,Fl,2019,14.5,3465,/nchs/pressroom/states/florida/fl.htm
Fl,2019,FL,14.5,3465,Fl,2018,15.2,3567,/nchs/pressroom/states/florida/fl.htm
Fl,2019,FL,14.5,3465,Fl,2017,14.0,"3,227",/nchs/pressroom/states/florida/florida.htm
Fl,2019,FL,14.5,3465,Fl,2016,14.0,"3,143",/nchs/pressroom/states/florida/florida.htm
Fl,2019,FL,14.5,3465,Fl,2015,14.4,"3,205",/nchs/pressroom/states/florida/florida.htm
Fl,2019,FL,14.5,3465,Fl,2014,13.9,"3,035",/nchs/pressroom/states/florida/florida.htm
Fl,2019,FL,14.5,3465,Fl,2005,12.5,"2,347",/nchs/pressroom/states/florida/florida.htm
Fl,2018,FL,15.2,3567,Fl,2021,14.0,3351,/nchs/pressroom/states/florida/fl.htm
Fl,2018,FL,15.2,3567,Fl,2020,13.2,3135,/nchs/pressroom/states/florida/fl.htm
Fl,2018,FL,15.2,3567,Fl,2019,14.5,3465,/nchs/pressroom/states/florida/fl.htm
Fl,2018,FL,15.2,3567,Fl,2018,15.2,3567,/nchs/pressroom/states/florida/fl.htm
Fl,2018,FL,15.2,3567,Fl,2017,14.0,"3,227",/nchs/pressroom/states/florida/florida.htm
Fl,2018,FL,15.2,3567,Fl,2016,14.0,"3,143",/nchs/pressroom/states/florida/florida.htm
Fl,2018,FL,15.2,3567,Fl,2015,14.4,"3,205",/nchs/pressroom/states/florida/florida.htm
Fl,2018,FL,15.2,3567,Fl,2014,13.9,"3,035",/nchs/pressroom/states/florida/florida.htm
Fl,2018,FL,15.2,3567,Fl,2005,12.5,"2,347",/nchs/pressroom/states/florida/florida.htm
Fl,2017,FL,14.0,"3,227",Fl,2021,14.0,3351,/nchs/pressroom/states/florida/fl.htm
Fl,2017,FL,14.0,"3,227",Fl,2020,13.2,3135,/nchs/pressroom/states/florida/fl.htm
Fl,2017,FL,14.0,"3,227",Fl,2019,14.5,3465,/nchs/pressroom/states/florida/fl.htm
Fl,2017,FL,14.0,"3,227",Fl,2018,15.2,3567,/nchs/pressroom/states/florida/fl.htm
Fl,2017,FL,14.0,"3,227",Fl,2017,14.0,"3,227",/nchs/pressroom/states/florida/florida.htm
Fl,2017,FL,14.0,"3,227",Fl,2016,14.0,"3,143",/nchs/pressroom/states/florida/florida.htm
Fl,2017,FL,14.0,"3,227",Fl,2015,14.4,"3,205",/nchs/pressroom/states/florida/florida.htm
Fl,2017,FL,14.0,"3,227",Fl,2014,13.9,"3,035",/nchs/pressroom/states/florida/florida.htm
Fl,2017,FL,14.0,"3,227",Fl,2005,12.5,"2,347",/nchs/pressroom/states/florida/florida.htm
Fl,2016,FL,14.0,"3,143",Fl,2021,14.0,3351,/nchs/pressroom/states/florida/fl.htm
Fl,2016,FL,14.0,"3,143",Fl,2020,13.2,3135,/nchs/pressroom/states/florida/fl.htm
Fl,2016,FL,14.0,"3,143",Fl,2019,14.5,3465,/nchs/pressroom/states/florida/fl.htm
Fl,2016,FL,14.0,"3,143",Fl,2018,15.2,3567,/nchs/pressroom/states/florida/fl.htm
Fl,2016,FL,14.0,"3,143",Fl,2017,14.0,"3,227",/nchs/pressroom/states/florida/florida.htm
Fl,2016,FL,14.0,"3,143",Fl,2016,14.0,"3,143",/nchs/pressroom/states/florida/florida.htm
Fl,2016,FL,14.0,"3,143",Fl,2015,14.4,"3,205",/nchs/pressroom/states/florida/florida.htm
Fl,2016,FL,14.0,"3,143",Fl,2014,13.9,"3,035",/nchs/pressroom/states/florida/florida.htm
Fl,2016,FL,14.0,"3,143",Fl,2005,12.5,"2,347",/nchs/pressroom/states/florida/florida.htm
Fl,2015,FL,14.4,"3,205",Fl,2021,14.0,3351,/nchs/pressroom/states/florida/fl.htm
Fl,2015,FL,14.4,"3,205",Fl,2020,13.2,3135,/nchs/pressroom/states/florida/fl.htm
Fl,2015,FL,14.4,"3,205",Fl,2019,14.5,3465,/nchs/pressroom/states/florida/fl.htm
Fl,2015,FL,14.4,"3,205",Fl,2018,15.2,3567,/nchs/pressroom/states/florida/fl.htm
Fl,2015,FL,14.4,"3,205",Fl,2017,14.0,"3,227",/nchs/pressroom/states/florida/florida.htm
Fl,2015,FL,14.4,"3,205",Fl,2016,14.0,"3,143",/nchs/pressroom/states/florida/florida.htm
Fl,2015,FL,14.4,"3,205",Fl,2015,14.4,"3,205",/nchs/pressroom/states/florida/florida.htm
Fl,2015,FL,14.4,"3,205",Fl,2014,13.9,"3,035",/nchs/pressroom/states/florida/florida.htm
Fl,2015,FL,14.4,"3,205",Fl,2005,12.5,"2,347",/nchs/pressroom/states/florida/florida.htm
Fl,2014,FL,13.9,"3,035",Fl,2021,14.0,3351,/nchs/pressroom/states/florida/fl.htm
Fl,2014,FL,13.9,"3,035",Fl,2020,13.2,3135,/nchs/pressroom/states/florida/fl.htm
Fl,2014,FL,13.9,"3,035",Fl,2019,14.5,3465,/nchs/pressroom/states/florida/fl.htm
Fl,2014,FL,13.9,"3,035",Fl,2018,15.2,3567,/nchs/pressroom/states/florida/fl.htm
Fl,2014,FL,13.9,"3,035",Fl,2017,14.0,"3,227",/nchs/pressroom/states/florida/florida.htm
Fl,2014,FL,13.9,"3,035",Fl,2016,14.0,"3,143",/nchs/pressroom/states/florida/florida.htm
Fl,2014,FL,13.9,"3,035",Fl,2015,14.4,"3,205",/nchs/pressroom/states/florida/florida.htm
Fl,2014,FL,13.9,"3,035",Fl,2014,13.9,"3,035",/nchs/pressroom/states/florida/florida.htm
Fl,2014,FL,13.9,"3,035",Fl,2005,12.5,"2,347",/nchs/pressroom/states/florida/florida.htm
Fl,2005,FL,12.5,"2,347",Fl,2021,14.0,3351,/nchs/pressroom/states/florida/fl.htm
Fl,2005,FL,12.5,"2,347",Fl,2020,13.2,3135,/nchs/pressroom/states/florida/fl.htm
Fl,2005,FL,12.5,"2,347",Fl,2019,14.5,3465,/nchs/pressroom/states/florida/fl.htm
Fl,2005,FL,12.5,"2,347",Fl,2018,15.2,3567,/nchs/pressroom/states/florida/fl.htm
Fl,2005,FL,12.5,"2,347",Fl,2017,14.0,"3,227",/nchs/pressroom/states/florida/florida.htm
Fl,2005,FL,12.5,"2,347",Fl,2016,14.0,"3,143",/nchs/pressroom/states/florida/florida.htm
Fl,2005,FL,12.5,"2,347",Fl,2015,14.4,"3,205",/nchs/pressroom/states/florida/florida.htm
Fl,2005,FL,12.5,"2,347",Fl,2014,13.9,"3,035",/nchs/pressroom/states/florida/florida.htm
Fl,2005,FL,12.5,"2,347",Fl,2005,12.5,"2,347",/nchs/pressroom/states/florida/florida.htm
Ga,2021,GA,15.3,1676,Ga,2021,15.3,1676,/nchs/pressroom/states/georgia/ga.htm
Ga,2021,GA,15.3,1676,Ga,2020,13.7,1491,/nchs/pressroom/states/georgia/ga.htm
Ga,2021,GA,15.3,1676,Ga,2019,14.6,1585,/nchs/pressroom/states/georgia/ga.htm
Ga,2021,GA,15.3,1676,Ga,2018,14.6,1569,/nchs/pressroom/states/georgia/ga.htm
Ga,2021,GA,15.3,1676,Ga,2017,13.6,"1,451",/nchs/pressroom/states/georgia/georgia.htm
Ga,2021,GA,15.3,1676,Ga,2016,13.3,"1,409",/nchs/pressroom/states/georgia/georgia.htm
Ga,2021,GA,15.3,1676,Ga,2015,12.7,"1,317",/nchs/pressroom/states/georgia/georgia.htm
Ga,2021,GA,15.3,1676,Ga,2014,12.6,"1,294",/nchs/pressroom/states/georgia/georgia.htm
Ga,2021,GA,15.3,1676,Ga,2005,10.6,924,/nchs/pressroom/states/georgia/georgia.htm
Ga,2020,GA,13.7,1491,Ga,2021,15.3,1676,/nchs/pressroom/states/georgia/ga.htm
Ga,2020,GA,13.7,1491,Ga,2020,13.7,1491,/nchs/pressroom/states/georgia/ga.htm
Ga,2020,GA,13.7,1491,Ga,2019,14.6,1585,/nchs/pressroom/states/georgia/ga.htm
Ga,2020,GA,13.7,1491,Ga,2018,14.6,1569,/nchs/pressroom/states/georgia/ga.htm
Ga,2020,GA,13.7,1491,Ga,2017,13.6,"1,451",/nchs/pressroom/states/georgia/georgia.htm
Ga,2020,GA,13.7,1491,Ga,2016,13.3,"1,409",/nchs/pressroom/states/georgia/georgia.htm
Ga,2020,GA,13.7,1491,Ga,2015,12.7,"1,317",/nchs/pressroom/states/georgia/georgia.htm
Ga,2020,GA,13.7,1491,Ga,2014,12.6,"1,294",/nchs/pressroom/states/georgia/georgia.htm
Ga,2020,GA,13.7,1491,Ga,2005,10.6,924,/nchs/pressroom/states/georgia/georgia.htm
Ga,2019,GA,14.6,1585,Ga,2021,15.3,1676,/nchs/pressroom/states/georgia/ga.htm
Ga,2019,GA,14.6,1585,Ga,2020,13.7,1491,/nchs/pressroom/states/georgia/ga.htm
Ga,2019,GA,14.6,1585,Ga,2019,14.6,1585,/nchs/pressroom/states/georgia/ga.htm
Ga,2019,GA,14.6,1585,Ga,2018,14.6,1569,/nchs/pressroom/states/georgia/ga.htm
Ga,2019,GA,14.6,1585,Ga,2017,13.6,"1,451",/nchs/pressroom/states/georgia/georgia.htm
Ga,2019,GA,14.6,1585,Ga,2016,13.3,"1,409",/nchs/pressroom/states/georgia/georgia.htm
Ga,2019,GA,14.6,1585,Ga,2015,12.7,"1,317",/nchs/pressroom/states/georgia/georgia.htm
Ga,2019,GA,14.6,1585,Ga,2014,12.6,"1,294",/nchs/pressroom/states/georgia/georgia.htm
Ga,2019,GA,14.6,1585,Ga,2005,10.6,924,/nchs/pressroom/states/georgia/georgia.htm
Ga,2018,GA,14.6,1569,Ga,2021,15.3,1676,/nchs/pressroom/states/georgia/ga.htm
Ga,2018,GA,14.6,1569,Ga,2020,13.7,1491,/nchs/pressroom/states/georgia/ga.htm
Ga,2018,GA,14.6,1569,Ga,2019,14.6,1585,/nchs/pressroom/states/georgia/ga.htm
Ga,2018,GA,14.6,1569,Ga,2018,14.6,1569,/nchs/pressroom/states/georgia/ga.htm
Ga,2018,GA,14.6,1569,Ga,2017,13.6,"1,451",/nchs/pressroom/states/georgia/georgia.htm
Ga,2018,GA,14.6,1569,Ga,2016,13.3,"1,409",/nchs/pressroom/states/georgia/georgia.htm
Ga,2018,GA,14.6,1569,Ga,2015,12.7,"1,317",/nchs/pressroom/states/georgia/georgia.htm
Ga,2018,GA,14.6,1569,Ga,2014,12.6,"1,294",/nchs/pressroom/states/georgia/georgia.htm
Ga,2018,GA,14.6,1569,Ga,2005,10.6,924,/nchs/pressroom/states/georgia/georgia.htm
Ga,2017,GA,13.6,"1,451",Ga,2021,15.3,1676,/nchs/pressroom/states/georgia/ga.htm
Ga,2017,GA,13.6,"1,451",Ga,2020,13.7,1491,/nchs/pressroom/states/georgia/ga.htm
Ga,2017,GA,13.6,"1,451",Ga,2019,14.6,1585,/nchs/pressroom/states/georgia/ga.htm
Ga,2017,GA,13.6,"1,451",Ga,2018,14.6,1569,/nchs/pressroom/states/georgia/ga.htm
Ga,2017,GA,13.6,"1,451",Ga,2017,13.6,"1,451",/nchs/pressroom/states/georgia/georgia.htm
Ga,2017,GA,13.6,"1,451",Ga,2016,13.3,"1,409",/nchs/pressroom/states/georgia/georgia.htm
Ga,2017,GA,13.6,"1,451",Ga,2015,12.7,"1,317",/nchs/pressroom/states/georgia/georgia.htm
Ga,2017,GA,13.6,"1,451",Ga,2014,12.6,"1,294",/nchs/pressroom/states/georgia/georgia.htm
Ga,2017,GA,13.6,"1,451",Ga,2005,10.6,924,/nchs/pressroom/states/georgia/georgia.htm
Ga,2016,GA,13.3,"1,409",Ga,2021,15.3,1676,/nchs/pressroom/states/georgia/ga.htm
Ga,2016,GA,13.3,"1,409",Ga,2020,13.7,1491,/nchs/pressroom/states/georgia/ga.htm
Ga,2016,GA,13.3,"1,409",Ga,2019,14.6,1585,/nchs/pressroom/states/georgia/ga.htm
Ga,2016,GA,13.3,"1,409",Ga,2018,14.6,1569,/nchs/pressroom/states/georgia/ga.htm
Ga,2016,GA,13.3,"1,409",Ga,2017,13.6,"1,451",/nchs/pressroom/states/georgia/georgia.htm
Ga,2016,GA,13.3,"1,409",Ga,2016,13.3,"1,409",/nchs/pressroom/states/georgia/georgia.htm
Ga,2016,GA,13.3,"1,409",Ga,2015,12.7,"1,317",/nchs/pressroom/states/georgia/georgia.htm
Ga,2016,GA,13.3,"1,409",Ga,2014,12.6,"1,294",/nchs/pressroom/states/georgia/georgia.htm
Ga,2016,GA,13.3,"1,409",Ga,2005,10.6,924,/nchs/pressroom/states/georgia/georgia.htm
Ga,2015,GA,12.7,"1,317",Ga,2021,15.3,1676,/nchs/pressroom/states/georgia/ga.htm
Ga,2015,GA,12.7,"1,317",Ga,2020,13.7,1491,/nchs/pressroom/states/georgia/ga.htm
Ga,2015,GA,12.7,"1,317",Ga,2019,14.6,1585,/nchs/pressroom/states/georgia/ga.htm
Ga,2015,GA,12.7,"1,317",Ga,2018,14.6,1569,/nchs/pressroom/states/georgia/ga.htm
Ga,2015,GA,12.7,"1,317",Ga,2017,13.6,"1,451",/nchs/pressroom/states/georgia/georgia.htm
Ga,2015,GA,12.7,"1,317",Ga,2016,13.3,"1,409",/nchs/pressroom/states/georgia/georgia.htm
Ga,2015,GA,12.7,"1,317",Ga,2015,12.7,"1,317",/nchs/pressroom/states/georgia/georgia.htm
Ga,2015,GA,12.7,"1,317",Ga,2014,12.6,"1,294",/nchs/pressroom/states/georgia/georgia.htm
Ga,2015,GA,12.7,"1,317",Ga,2005,10.6,924,/nchs/pressroom/states/georgia/georgia.htm
Ga,2014,GA,12.6,"1,294",Ga,2021,15.3,1676,/nchs/pressroom/states/georgia/ga.htm
Ga,2014,GA,12.6,"1,294",Ga,2020,13.7,1491,/nchs/pressroom/states/georgia/ga.htm
Ga,2014,GA,12.6,"1,294",Ga,2019,14.6,1585,/nchs/pressroom/states/georgia/ga.htm
Ga,2014,GA,12.6,"1,294",Ga,2018,14.6,1569,/nchs/pressroom/states/georgia/ga.htm
Ga,2014,GA,12.6,"1,294",Ga,2017,13.6,"1,451",/nchs/pressroom/states/georgia/georgia.htm
Ga,2014,GA,12.6,"1,294",Ga,2016,13.3,"1,409",/nchs/pressroom/states/georgia/georgia.htm
Ga,2014,GA,12.6,"1,294",Ga,2015,12.7,"1,317",/nchs/pressroom/states/georgia/georgia.htm
Ga,2014,GA,12.6,"1,294",Ga,2014,12.6,"1,294",/nchs/pressroom/states/georgia/georgia.htm
Ga,2014,GA,12.6,"1,294",Ga,2005,10.6,924,/nchs/pressroom/states/georgia/georgia.htm
Ga,2005,GA,10.6,924,Ga,2021,15.3,1676,/nchs/pressroom/states/georgia/ga.htm
Ga,2005,GA,10.6,924,Ga,2020,13.7,1491,/nchs/pressroom/states/georgia/ga.htm
Ga,2005,GA,10.6,924,Ga,2019,14.6,1585,/nchs/pressroom/states/georgia/ga.htm
Ga,2005,GA,10.6,924,Ga,2018,14.6,1569,/nchs/pressroom/states/georgia/ga.htm
Ga,2005,GA,10.6,924,Ga,2017,13.6,"1,451",/nchs/pressroom/states/georgia/georgia.htm
Ga,2005,GA,10.6,924,Ga,2016,13.3,"1,409",/nchs/pressroom/states/georgia/georgia.htm
Ga,2005,GA,10.6,924,Ga,2015,12.7,"1,317",/nchs/pressroom/states/georgia/georgia.htm
Ga,2005,GA,10.6,924,Ga,2014,12.6,"1,294",/nchs/pressroom/states/georgia/georgia.htm
Ga,2005,GA,10.6,924,Ga,2005,10.6,924,/nchs/pressroom/states/georgia/georgia.htm
Hi,2021,HI,13.7,202,Hi,2021,13.7,202,/nchs/pressroom/states/hawaii/hi.htm
Hi,2021,HI,13.7,202,Hi,2020,12.9,184,/nchs/pressroom/states/hawaii/hi.htm
Hi,2021,HI,13.7,202,Hi,2019,15.5,224,/nchs/pressroom/states/hawaii/hi.htm
Hi,2021,HI,13.7,202,Hi,2018,11.9,176,/nchs/pressroom/states/hawaii/hi.htm
Hi,2021,HI,13.7,202,Hi,2017,15.2,227,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2021,HI,13.7,202,Hi,2016,12.1,174,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2021,HI,13.7,202,Hi,2015,13.5,201,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2021,HI,13.7,202,Hi,2014,13.8,204,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2021,HI,13.7,202,Hi,2005,8.2,107,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2020,HI,12.9,184,Hi,2021,13.7,202,/nchs/pressroom/states/hawaii/hi.htm
Hi,2020,HI,12.9,184,Hi,2020,12.9,184,/nchs/pressroom/states/hawaii/hi.htm
Hi,2020,HI,12.9,184,Hi,2019,15.5,224,/nchs/pressroom/states/hawaii/hi.htm
Hi,2020,HI,12.9,184,Hi,2018,11.9,176,/nchs/pressroom/states/hawaii/hi.htm
Hi,2020,HI,12.9,184,Hi,2017,15.2,227,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2020,HI,12.9,184,Hi,2016,12.1,174,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2020,HI,12.9,184,Hi,2015,13.5,201,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2020,HI,12.9,184,Hi,2014,13.8,204,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2020,HI,12.9,184,Hi,2005,8.2,107,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2019,HI,15.5,224,Hi,2021,13.7,202,/nchs/pressroom/states/hawaii/hi.htm
Hi,2019,HI,15.5,224,Hi,2020,12.9,184,/nchs/pressroom/states/hawaii/hi.htm
Hi,2019,HI,15.5,224,Hi,2019,15.5,224,/nchs/pressroom/states/hawaii/hi.htm
Hi,2019,HI,15.5,224,Hi,2018,11.9,176,/nchs/pressroom/states/hawaii/hi.htm
Hi,2019,HI,15.5,224,Hi,2017,15.2,227,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2019,HI,15.5,224,Hi,2016,12.1,174,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2019,HI,15.5,224,Hi,2015,13.5,201,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2019,HI,15.5,224,Hi,2014,13.8,204,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2019,HI,15.5,224,Hi,2005,8.2,107,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2018,HI,11.9,176,Hi,2021,13.7,202,/nchs/pressroom/states/hawaii/hi.htm
Hi,2018,HI,11.9,176,Hi,2020,12.9,184,/nchs/pressroom/states/hawaii/hi.htm
Hi,2018,HI,11.9,176,Hi,2019,15.5,224,/nchs/pressroom/states/hawaii/hi.htm
Hi,2018,HI,11.9,176,Hi,2018,11.9,176,/nchs/pressroom/states/hawaii/hi.htm
Hi,2018,HI,11.9,176,Hi,2017,15.2,227,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2018,HI,11.9,176,Hi,2016,12.1,174,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2018,HI,11.9,176,Hi,2015,13.5,201,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2018,HI,11.9,176,Hi,2014,13.8,204,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2018,HI,11.9,176,Hi,2005,8.2,107,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2017,HI,15.2,227,Hi,2021,13.7,202,/nchs/pressroom/states/hawaii/hi.htm
Hi,2017,HI,15.2,227,Hi,2020,12.9,184,/nchs/pressroom/states/hawaii/hi.htm
Hi,2017,HI,15.2,227,Hi,2019,15.5,224,/nchs/pressroom/states/hawaii/hi.htm
Hi,2017,HI,15.2,227,Hi,2018,11.9,176,/nchs/pressroom/states/hawaii/hi.htm
Hi,2017,HI,15.2,227,Hi,2017,15.2,227,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2017,HI,15.2,227,Hi,2016,12.1,174,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2017,HI,15.2,227,Hi,2015,13.5,201,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2017,HI,15.2,227,Hi,2014,13.8,204,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2017,HI,15.2,227,Hi,2005,8.2,107,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2016,HI,12.1,174,Hi,2021,13.7,202,/nchs/pressroom/states/hawaii/hi.htm
Hi,2016,HI,12.1,174,Hi,2020,12.9,184,/nchs/pressroom/states/hawaii/hi.htm
Hi,2016,HI,12.1,174,Hi,2019,15.5,224,/nchs/pressroom/states/hawaii/hi.htm
Hi,2016,HI,12.1,174,Hi,2018,11.9,176,/nchs/pressroom/states/hawaii/hi.htm
Hi,2016,HI,12.1,174,Hi,2017,15.2,227,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2016,HI,12.1,174,Hi,2016,12.1,174,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2016,HI,12.1,174,Hi,2015,13.5,201,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2016,HI,12.1,174,Hi,2014,13.8,204,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2016,HI,12.1,174,Hi,2005,8.2,107,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2015,HI,13.5,201,Hi,2021,13.7,202,/nchs/pressroom/states/hawaii/hi.htm
Hi,2015,HI,13.5,201,Hi,2020,12.9,184,/nchs/pressroom/states/hawaii/hi.htm
Hi,2015,HI,13.5,201,Hi,2019,15.5,224,/nchs/pressroom/states/hawaii/hi.htm
Hi,2015,HI,13.5,201,Hi,2018,11.9,176,/nchs/pressroom/states/hawaii/hi.htm
Hi,2015,HI,13.5,201,Hi,2017,15.2,227,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2015,HI,13.5,201,Hi,2016,12.1,174,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2015,HI,13.5,201,Hi,2015,13.5,201,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2015,HI,13.5,201,Hi,2014,13.8,204,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2015,HI,13.5,201,Hi,2005,8.2,107,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2014,HI,13.8,204,Hi,2021,13.7,202,/nchs/pressroom/states/hawaii/hi.htm
Hi,2014,HI,13.8,204,Hi,2020,12.9,184,/nchs/pressroom/states/hawaii/hi.htm
Hi,2014,HI,13.8,204,Hi,2019,15.5,224,/nchs/pressroom/states/hawaii/hi.htm
Hi,2014,HI,13.8,204,Hi,2018,11.9,176,/nchs/pressroom/states/hawaii/hi.htm
Hi,2014,HI,13.8,204,Hi,2017,15.2,227,/nchs/pressroom/states/hawaii/hawaii.htm
Hi,2014,HI,13.8,204,Hi,2016,12.1,174,/nchs/pressroom/states/hawaii/hawaii.htm
