FullGeoName_x,YEAR_x,STATE,RATE_x,DEATHS_x,FullGeoName_y,YEAR_y,RATE_y,DEATHS_y,URL
Ms,2015,MS,14.0,431,Ms,2018,13.8,421,/nchs/pressroom/states/mississippi/ms.htm
Ms,2015,MS,14.0,431,Ms,2017,15.0,445,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2015,MS,14.0,431,Ms,2016,12.7,383,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2015,MS,14.0,431,Ms,2015,14.0,431,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2015,MS,14.0,431,Ms,2014,12.5,380,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2015,MS,14.0,431,Ms,2005,12.7,363,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2014,MS,12.5,380,Ms,2021,16.2,480,/nchs/pressroom/states/mississippi/ms.htm
Ms,2014,MS,12.5,380,Ms,2020,13.9,410,/nchs/pressroom/states/mississippi/ms.htm
Ms,2014,MS,12.5,380,Ms,2019,14.4,436,/nchs/pressroom/states/mississippi/ms.htm
Ms,2014,MS,12.5,380,Ms,2018,13.8,421,/nchs/pressroom/states/mississippi/ms.htm
Ms,2014,MS,12.5,380,Ms,2017,15.0,445,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2014,MS,12.5,380,Ms,2016,12.7,383,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2014,MS,12.5,380,Ms,2015,14.0,431,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2014,MS,12.5,380,Ms,2014,12.5,380,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2014,MS,12.5,380,Ms,2005,12.7,363,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2005,MS,12.7,363,Ms,2021,16.2,480,/nchs/pressroom/states/mississippi/ms.htm
Ms,2005,MS,12.7,363,Ms,2020,13.9,410,/nchs/pressroom/states/mississippi/ms.htm
Ms,2005,MS,12.7,363,Ms,2019,14.4,436,/nchs/pressroom/states/mississippi/ms.htm
Ms,2005,MS,12.7,363,Ms,2018,13.8,421,/nchs/pressroom/states/mississippi/ms.htm
Ms,2005,MS,12.7,363,Ms,2017,15.0,445,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2005,MS,12.7,363,Ms,2016,12.7,383,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2005,MS,12.7,363,Ms,2015,14.0,431,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2005,MS,12.7,363,Ms,2014,12.5,380,/nchs/pressroom/states/mississippi/mississippi.htm
Ms,2005,MS,12.7,363,Ms,2005,12.7,363,/nchs/pressroom/states/mississippi/mississippi.htm
Mo,2021,MO,18.7,1177,Mo,2021,18.7,1177,/nchs/pressroom/states/missouri/mo.htm
Mo,2021,MO,18.7,1177,Mo,2020,18.2,1125,/nchs/pressroom/states/missouri/mo.htm
Mo,2021,MO,18.7,1177,Mo,2019,18.2,1141,/nchs/pressroom/states/missouri/mo.htm
Mo,2021,MO,18.7,1177,Mo,2018,19.5,1230,/nchs/pressroom/states/missouri/mo.htm
Mo,2021,MO,18.7,1177,Mo,2017,18.5,"1,151",/nchs/pressroom/states/missouri/missouri.htm
Mo,2021,MO,18.7,1177,Mo,2016,18.4,"1,133",/nchs/pressroom/states/missouri/missouri.htm
Mo,2021,MO,18.7,1177,Mo,2015,17.1,"1,052",/nchs/pressroom/states/missouri/missouri.htm
Mo,2021,MO,18.7,1177,Mo,2014,16.3,"1,017",/nchs/pressroom/states/missouri/missouri.htm
Mo,2021,MO,18.7,1177,Mo,2005,12.5,727,/nchs/pressroom/states/missouri/missouri.htm
Mo,2020,MO,18.2,1125,Mo,2021,18.7,1177,/nchs/pressroom/states/missouri/mo.htm
Mo,2020,MO,18.2,1125,Mo,2020,18.2,1125,/nchs/pressroom/states/missouri/mo.htm
Mo,2020,MO,18.2,1125,Mo,2019,18.2,1141,/nchs/pressroom/states/missouri/mo.htm
Mo,2020,MO,18.2,1125,Mo,2018,19.5,1230,/nchs/pressroom/states/missouri/mo.htm
Mo,2020,MO,18.2,1125,Mo,2017,18.5,"1,151",/nchs/pressroom/states/missouri/missouri.htm
Mo,2020,MO,18.2,1125,Mo,2016,18.4,"1,133",/nchs/pressroom/states/missouri/missouri.htm
Mo,2020,MO,18.2,1125,Mo,2015,17.1,"1,052",/nchs/pressroom/states/missouri/missouri.htm
Mo,2020,MO,18.2,1125,Mo,2014,16.3,"1,017",/nchs/pressroom/states/missouri/missouri.htm
Mo,2020,MO,18.2,1125,Mo,2005,12.5,727,/nchs/pressroom/states/missouri/missouri.htm
Mo,2019,MO,18.2,1141,Mo,2021,18.7,1177,/nchs/pressroom/states/missouri/mo.htm
Mo,2019,MO,18.2,1141,Mo,2020,18.2,1125,/nchs/pressroom/states/missouri/mo.htm
Mo,2019,MO,18.2,1141,Mo,2019,18.2,1141,/nchs/pressroom/states/missouri/mo.htm
Mo,2019,MO,18.2,1141,Mo,2018,19.5,1230,/nchs/pressroom/states/missouri/mo.htm
Mo,2019,MO,18.2,1141,Mo,2017,18.5,"1,151",/nchs/pressroom/states/missouri/missouri.htm
Mo,2019,MO,18.2,1141,Mo,2016,18.4,"1,133",/nchs/pressroom/states/missouri/missouri.htm
Mo,2019,MO,18.2,1141,Mo,2015,17.1,"1,052",/nchs/pressroom/states/missouri/missouri.htm
Mo,2019,MO,18.2,1141,Mo,2014,16.3,"1,017",/nchs/pressroom/states/missouri/missouri.htm
Mo,2019,MO,18.2,1141,Mo,2005,12.5,727,/nchs/pressroom/states/missouri/missouri.htm
Mo,2018,MO,19.5,1230,Mo,2021,18.7,1177,/nchs/pressroom/states/missouri/mo.htm
Mo,2018,MO,19.5,1230,Mo,2020,18.2,1125,/nchs/pressroom/states/missouri/mo.htm
Mo,2018,MO,19.5,1230,Mo,2019,18.2,1141,/nchs/pressroom/states/missouri/mo.htm
Mo,2018,MO,19.5,1230,Mo,2018,19.5,1230,/nchs/pressroom/states/missouri/mo.htm
Mo,2018,MO,19.5,1230,Mo,2017,18.5,"1,151",/nchs/pressroom/states/missouri/missouri.htm
Mo,2018,MO,19.5,1230,Mo,2016,18.4,"1,133",/nchs/pressroom/states/missouri/missouri.htm
Mo,2018,MO,19.5,1230,Mo,2015,17.1,"1,052",/nchs/pressroom/states/missouri/missouri.htm
Mo,2018,MO,19.5,1230,Mo,2014,16.3,"1,017",/nchs/pressroom/states/missouri/missouri.htm
Mo,2018,MO,19.5,1230,Mo,2005,12.5,727,/nchs/pressroom/states/missouri/missouri.htm
Mo,2017,MO,18.5,"1,151",Mo,2021,18.7,1177,/nchs/pressroom/states/missouri/mo.htm
Mo,2017,MO,18.5,"1,151",Mo,2020,18.2,1125,/nchs/pressroom/states/missouri/mo.htm
Mo,2017,MO,18.5,"1,151",Mo,2019,18.2,1141,/nchs/pressroom/states/missouri/mo.htm
Mo,2017,MO,18.5,"1,151",Mo,2018,19.5,1230,/nchs/pressroom/states/missouri/mo.htm
Mo,2017,MO,18.5,"1,151",Mo,2017,18.5,"1,151",/nchs/pressroom/states/missouri/missouri.htm
Mo,2017,MO,18.5,"1,151",Mo,2016,18.4,"1,133",/nchs/pressroom/states/missouri/missouri.htm
Mo,2017,MO,18.5,"1,151",Mo,2015,17.1,"1,052",/nchs/pressroom/states/missouri/missouri.htm
Mo,2017,MO,18.5,"1,151",Mo,2014,16.3,"1,017",/nchs/pressroom/states/missouri/missouri.htm
Mo,2017,MO,18.5,"1,151",Mo,2005,12.5,727,/nchs/pressroom/states/missouri/missouri.htm
Mo,2016,MO,18.4,"1,133",Mo,2021,18.7,1177,/nchs/pressroom/states/missouri/mo.htm
Mo,2016,MO,18.4,"1,133",Mo,2020,18.2,1125,/nchs/pressroom/states/missouri/mo.htm
Mo,2016,MO,18.4,"1,133",Mo,2019,18.2,1141,/nchs/pressroom/states/missouri/mo.htm
Mo,2016,MO,18.4,"1,133",Mo,2018,19.5,1230,/nchs/pressroom/states/missouri/mo.htm
Mo,2016,MO,18.4,"1,133",Mo,2017,18.5,"1,151",/nchs/pressroom/states/missouri/missouri.htm
Mo,2016,MO,18.4,"1,133",Mo,2016,18.4,"1,133",/nchs/pressroom/states/missouri/missouri.htm
Mo,2016,MO,18.4,"1,133",Mo,2015,17.1,"1,052",/nchs/pressroom/states/missouri/missouri.htm
Mo,2016,MO,18.4,"1,133",Mo,2014,16.3,"1,017",/nchs/pressroom/states/missouri/missouri.htm
Mo,2016,MO,18.4,"1,133",Mo,2005,12.5,727,/nchs/pressroom/states/missouri/missouri.htm
Mo,2015,MO,17.1,"1,052",Mo,2021,18.7,1177,/nchs/pressroom/states/missouri/mo.htm
Mo,2015,MO,17.1,"1,052",Mo,2020,18.2,1125,/nchs/pressroom/states/missouri/mo.htm
Mo,2015,MO,17.1,"1,052",Mo,2019,18.2,1141,/nchs/pressroom/states/missouri/mo.htm
Mo,2015,MO,17.1,"1,052",Mo,2018,19.5,1230,/nchs/pressroom/states/missouri/mo.htm
Mo,2015,MO,17.1,"1,052",Mo,2017,18.5,"1,151",/nchs/pressroom/states/missouri/missouri.htm
Mo,2015,MO,17.1,"1,052",Mo,2016,18.4,"1,133",/nchs/pressroom/states/missouri/missouri.htm
Mo,2015,MO,17.1,"1,052",Mo,2015,17.1,"1,052",/nchs/pressroom/states/missouri/missouri.htm
Mo,2015,MO,17.1,"1,052",Mo,2014,16.3,"1,017",/nchs/pressroom/states/missouri/missouri.htm
Mo,2015,MO,17.1,"1,052",Mo,2005,12.5,727,/nchs/pressroom/states/missouri/missouri.htm
Mo,2014,MO,16.3,"1,017",Mo,2021,18.7,1177,/nchs/pressroom/states/missouri/mo.htm
Mo,2014,MO,16.3,"1,017",Mo,2020,18.2,1125,/nchs/pressroom/states/missouri/mo.htm
Mo,2014,MO,16.3,"1,017",Mo,2019,18.2,1141,/nchs/pressroom/states/missouri/mo.htm
Mo,2014,MO,16.3,"1,017",Mo,2018,19.5,1230,/nchs/pressroom/states/missouri/mo.htm
Mo,2014,MO,16.3,"1,017",Mo,2017,18.5,"1,151",/nchs/pressroom/states/missouri/missouri.htm
Mo,2014,MO,16.3,"1,017",Mo,2016,18.4,"1,133",/nchs/pressroom/states/missouri/missouri.htm
Mo,2014,MO,16.3,"1,017",Mo,2015,17.1,"1,052",/nchs/pressroom/states/missouri/missouri.htm
Mo,2014,MO,16.3,"1,017",Mo,2014,16.3,"1,017",/nchs/pressroom/states/missouri/missouri.htm
Mo,2014,MO,16.3,"1,017",Mo,2005,12.5,727,/nchs/pressroom/states/missouri/missouri.htm
Mo,2005,MO,12.5,727,Mo,2021,18.7,1177,/nchs/pressroom/states/missouri/mo.htm
Mo,2005,MO,12.5,727,Mo,2020,18.2,1125,/nchs/pressroom/states/missouri/mo.htm
Mo,2005,MO,12.5,727,Mo,2019,18.2,1141,/nchs/pressroom/states/missouri/mo.htm
Mo,2005,MO,12.5,727,Mo,2018,19.5,1230,/nchs/pressroom/states/missouri/mo.htm
Mo,2005,MO,12.5,727,Mo,2017,18.5,"1,151",/nchs/pressroom/states/missouri/missouri.htm
Mo,2005,MO,12.5,727,Mo,2016,18.4,"1,133",/nchs/pressroom/states/missouri/missouri.htm
Mo,2005,MO,12.5,727,Mo,2015,17.1,"1,052",/nchs/pressroom/states/missouri/missouri.htm
Mo,2005,MO,12.5,727,Mo,2014,16.3,"1,017",/nchs/pressroom/states/missouri/missouri.htm
Mo,2005,MO,12.5,727,Mo,2005,12.5,727,/nchs/pressroom/states/missouri/missouri.htm
Mt,2021,MT,32.0,350,Mt,2021,32.0,350,/nchs/pressroom/states/montana/mt.htm
Mt,2021,MT,32.0,350,Mt,2020,26.1,300,/nchs/pressroom/states/montana/mt.htm
Mt,2021,MT,32.0,350,Mt,2019,26.2,289,/nchs/pressroom/states/montana/mt.htm
Mt,2021,MT,32.0,350,Mt,2018,24.9,265,/nchs/pressroom/states/montana/mt.htm
Mt,2021,MT,32.0,350,Mt,2017,28.9,311,/nchs/pressroom/states/montana/montana.htm
Mt,2021,MT,32.0,350,Mt,2016,25.9,267,/nchs/pressroom/states/montana/montana.htm
Mt,2021,MT,32.0,350,Mt,2015,25.3,272,/nchs/pressroom/states/montana/montana.htm
Mt,2021,MT,32.0,350,Mt,2014,23.9,251,/nchs/pressroom/states/montana/montana.htm
Mt,2021,MT,32.0,350,Mt,2005,21.7,206,/nchs/pressroom/states/montana/montana.htm
Mt,2020,MT,26.1,300,Mt,2021,32.0,350,/nchs/pressroom/states/montana/mt.htm
Mt,2020,MT,26.1,300,Mt,2020,26.1,300,/nchs/pressroom/states/montana/mt.htm
Mt,2020,MT,26.1,300,Mt,2019,26.2,289,/nchs/pressroom/states/montana/mt.htm
Mt,2020,MT,26.1,300,Mt,2018,24.9,265,/nchs/pressroom/states/montana/mt.htm
Mt,2020,MT,26.1,300,Mt,2017,28.9,311,/nchs/pressroom/states/montana/montana.htm
Mt,2020,MT,26.1,300,Mt,2016,25.9,267,/nchs/pressroom/states/montana/montana.htm
Mt,2020,MT,26.1,300,Mt,2015,25.3,272,/nchs/pressroom/states/montana/montana.htm
Mt,2020,MT,26.1,300,Mt,2014,23.9,251,/nchs/pressroom/states/montana/montana.htm
Mt,2020,MT,26.1,300,Mt,2005,21.7,206,/nchs/pressroom/states/montana/montana.htm
Mt,2019,MT,26.2,289,Mt,2021,32.0,350,/nchs/pressroom/states/montana/mt.htm
Mt,2019,MT,26.2,289,Mt,2020,26.1,300,/nchs/pressroom/states/montana/mt.htm
Mt,2019,MT,26.2,289,Mt,2019,26.2,289,/nchs/pressroom/states/montana/mt.htm
Mt,2019,MT,26.2,289,Mt,2018,24.9,265,/nchs/pressroom/states/montana/mt.htm
Mt,2019,MT,26.2,289,Mt,2017,28.9,311,/nchs/pressroom/states/montana/montana.htm
Mt,2019,MT,26.2,289,Mt,2016,25.9,267,/nchs/pressroom/states/montana/montana.htm
Mt,2019,MT,26.2,289,Mt,2015,25.3,272,/nchs/pressroom/states/montana/montana.htm
Mt,2019,MT,26.2,289,Mt,2014,23.9,251,/nchs/pressroom/states/montana/montana.htm
Mt,2019,MT,26.2,289,Mt,2005,21.7,206,/nchs/pressroom/states/montana/montana.htm
Mt,2018,MT,24.9,265,Mt,2021,32.0,350,/nchs/pressroom/states/montana/mt.htm
Mt,2018,MT,24.9,265,Mt,2020,26.1,300,/nchs/pressroom/states/montana/mt.htm
Mt,2018,MT,24.9,265,Mt,2019,26.2,289,/nchs/pressroom/states/montana/mt.htm
Mt,2018,MT,24.9,265,Mt,2018,24.9,265,/nchs/pressroom/states/montana/mt.htm
Mt,2018,MT,24.9,265,Mt,2017,28.9,311,/nchs/pressroom/states/montana/montana.htm
Mt,2018,MT,24.9,265,Mt,2016,25.9,267,/nchs/pressroom/states/montana/montana.htm
Mt,2018,MT,24.9,265,Mt,2015,25.3,272,/nchs/pressroom/states/montana/montana.htm
Mt,2018,MT,24.9,265,Mt,2014,23.9,251,/nchs/pressroom/states/montana/montana.htm
Mt,2018,MT,24.9,265,Mt,2005,21.7,206,/nchs/pressroom/states/montana/montana.htm
Mt,2017,MT,28.9,311,Mt,2021,32.0,350,/nchs/pressroom/states/montana/mt.htm
Mt,2017,MT,28.9,311,Mt,2020,26.1,300,/nchs/pressroom/states/montana/mt.htm
Mt,2017,MT,28.9,311,Mt,2019,26.2,289,/nchs/pressroom/states/montana/mt.htm
Mt,2017,MT,28.9,311,Mt,2018,24.9,265,/nchs/pressroom/states/montana/mt.htm
Mt,2017,MT,28.9,311,Mt,2017,28.9,311,/nchs/pressroom/states/montana/montana.htm
Mt,2017,MT,28.9,311,Mt,2016,25.9,267,/nchs/pressroom/states/montana/montana.htm
Mt,2017,MT,28.9,311,Mt,2015,25.3,272,/nchs/pressroom/states/montana/montana.htm
Mt,2017,MT,28.9,311,Mt,2014,23.9,251,/nchs/pressroom/states/montana/montana.htm
Mt,2017,MT,28.9,311,Mt,2005,21.7,206,/nchs/pressroom/states/montana/montana.htm
Mt,2016,MT,25.9,267,Mt,2021,32.0,350,/nchs/pressroom/states/montana/mt.htm
Mt,2016,MT,25.9,267,Mt,2020,26.1,300,/nchs/pressroom/states/montana/mt.htm
Mt,2016,MT,25.9,267,Mt,2019,26.2,289,/nchs/pressroom/states/montana/mt.htm
Mt,2016,MT,25.9,267,Mt,2018,24.9,265,/nchs/pressroom/states/montana/mt.htm
Mt,2016,MT,25.9,267,Mt,2017,28.9,311,/nchs/pressroom/states/montana/montana.htm
Mt,2016,MT,25.9,267,Mt,2016,25.9,267,/nchs/pressroom/states/montana/montana.htm
Mt,2016,MT,25.9,267,Mt,2015,25.3,272,/nchs/pressroom/states/montana/montana.htm
Mt,2016,MT,25.9,267,Mt,2014,23.9,251,/nchs/pressroom/states/montana/montana.htm
Mt,2016,MT,25.9,267,Mt,2005,21.7,206,/nchs/pressroom/states/montana/montana.htm
Mt,2015,MT,25.3,272,Mt,2021,32.0,350,/nchs/pressroom/states/montana/mt.htm
Mt,2015,MT,25.3,272,Mt,2020,26.1,300,/nchs/pressroom/states/montana/mt.htm
Mt,2015,MT,25.3,272,Mt,2019,26.2,289,/nchs/pressroom/states/montana/mt.htm
Mt,2015,MT,25.3,272,Mt,2018,24.9,265,/nchs/pressroom/states/montana/mt.htm
Mt,2015,MT,25.3,272,Mt,2017,28.9,311,/nchs/pressroom/states/montana/montana.htm
Mt,2015,MT,25.3,272,Mt,2016,25.9,267,/nchs/pressroom/states/montana/montana.htm
Mt,2015,MT,25.3,272,Mt,2015,25.3,272,/nchs/pressroom/states/montana/montana.htm
Mt,2015,MT,25.3,272,Mt,2014,23.9,251,/nchs/pressroom/states/montana/montana.htm
Mt,2015,MT,25.3,272,Mt,2005,21.7,206,/nchs/pressroom/states/montana/montana.htm
Mt,2014,MT,23.9,251,Mt,2021,32.0,350,/nchs/pressroom/states/montana/mt.htm
Mt,2014,MT,23.9,251,Mt,2020,26.1,300,/nchs/pressroom/states/montana/mt.htm
Mt,2014,MT,23.9,251,Mt,2019,26.2,289,/nchs/pressroom/states/montana/mt.htm
Mt,2014,MT,23.9,251,Mt,2018,24.9,265,/nchs/pressroom/states/montana/mt.htm
Mt,2014,MT,23.9,251,Mt,2017,28.9,311,/nchs/pressroom/states/montana/montana.htm
Mt,2014,MT,23.9,251,Mt,2016,25.9,267,/nchs/pressroom/states/montana/montana.htm
Mt,2014,MT,23.9,251,Mt,2015,25.3,272,/nchs/pressroom/states/montana/montana.htm
Mt,2014,MT,23.9,251,Mt,2014,23.9,251,/nchs/pressroom/states/montana/montana.htm
Mt,2014,MT,23.9,251,Mt,2005,21.7,206,/nchs/pressroom/states/montana/montana.htm
Mt,2005,MT,21.7,206,Mt,2021,32.0,350,/nchs/pressroom/states/montana/mt.htm
Mt,2005,MT,21.7,206,Mt,2020,26.1,300,/nchs/pressroom/states/montana/mt.htm
Mt,2005,MT,21.7,206,Mt,2019,26.2,289,/nchs/pressroom/states/montana/mt.htm
Mt,2005,MT,21.7,206,Mt,2018,24.9,265,/nchs/pressroom/states/montana/mt.htm
Mt,2005,MT,21.7,206,Mt,2017,28.9,311,/nchs/pressroom/states/montana/montana.htm
Mt,2005,MT,21.7,206,Mt,2016,25.9,267,/nchs/pressroom/states/montana/montana.htm
Mt,2005,MT,21.7,206,Mt,2015,25.3,272,/nchs/pressroom/states/montana/montana.htm
Mt,2005,MT,21.7,206,Mt,2014,23.9,251,/nchs/pressroom/states/montana/montana.htm
Mt,2005,MT,21.7,206,Mt,2005,21.7,206,/nchs/pressroom/states/montana/montana.htm
Ne,2021,NE,15.0,288,Ne,2021,15.0,288,/nchs/pressroom/states/nebraska/ne.htm
Ne,2021,NE,15.0,288,Ne,2020,14.9,283,/nchs/pressroom/states/nebraska/ne.htm
Ne,2021,NE,15.0,288,Ne,2019,16.1,309,/nchs/pressroom/states/nebraska/ne.htm
Ne,2021,NE,15.0,288,Ne,2018,13.4,271,/nchs/pressroom/states/nebraska/ne.htm
Ne,2021,NE,15.0,288,Ne,2017,14.7,275,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2021,NE,15.0,288,Ne,2016,13.1,246,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2021,NE,15.0,288,Ne,2015,11.7,223,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2021,NE,15.0,288,Ne,2014,13.4,251,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2021,NE,15.0,288,Ne,2005,10.9,187,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2020,NE,14.9,283,Ne,2021,15.0,288,/nchs/pressroom/states/nebraska/ne.htm
Ne,2020,NE,14.9,283,Ne,2020,14.9,283,/nchs/pressroom/states/nebraska/ne.htm
Ne,2020,NE,14.9,283,Ne,2019,16.1,309,/nchs/pressroom/states/nebraska/ne.htm
Ne,2020,NE,14.9,283,Ne,2018,13.4,271,/nchs/pressroom/states/nebraska/ne.htm
Ne,2020,NE,14.9,283,Ne,2017,14.7,275,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2020,NE,14.9,283,Ne,2016,13.1,246,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2020,NE,14.9,283,Ne,2015,11.7,223,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2020,NE,14.9,283,Ne,2014,13.4,251,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2020,NE,14.9,283,Ne,2005,10.9,187,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2019,NE,16.1,309,Ne,2021,15.0,288,/nchs/pressroom/states/nebraska/ne.htm
Ne,2019,NE,16.1,309,Ne,2020,14.9,283,/nchs/pressroom/states/nebraska/ne.htm
Ne,2019,NE,16.1,309,Ne,2019,16.1,309,/nchs/pressroom/states/nebraska/ne.htm
Ne,2019,NE,16.1,309,Ne,2018,13.4,271,/nchs/pressroom/states/nebraska/ne.htm
Ne,2019,NE,16.1,309,Ne,2017,14.7,275,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2019,NE,16.1,309,Ne,2016,13.1,246,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2019,NE,16.1,309,Ne,2015,11.7,223,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2019,NE,16.1,309,Ne,2014,13.4,251,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2019,NE,16.1,309,Ne,2005,10.9,187,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2018,NE,13.4,271,Ne,2021,15.0,288,/nchs/pressroom/states/nebraska/ne.htm
Ne,2018,NE,13.4,271,Ne,2020,14.9,283,/nchs/pressroom/states/nebraska/ne.htm
Ne,2018,NE,13.4,271,Ne,2019,16.1,309,/nchs/pressroom/states/nebraska/ne.htm
Ne,2018,NE,13.4,271,Ne,2018,13.4,271,/nchs/pressroom/states/nebraska/ne.htm
Ne,2018,NE,13.4,271,Ne,2017,14.7,275,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2018,NE,13.4,271,Ne,2016,13.1,246,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2018,NE,13.4,271,Ne,2015,11.7,223,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2018,NE,13.4,271,Ne,2014,13.4,251,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2018,NE,13.4,271,Ne,2005,10.9,187,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2017,NE,14.7,275,Ne,2021,15.0,288,/nchs/pressroom/states/nebraska/ne.htm
Ne,2017,NE,14.7,275,Ne,2020,14.9,283,/nchs/pressroom/states/nebraska/ne.htm
Ne,2017,NE,14.7,275,Ne,2019,16.1,309,/nchs/pressroom/states/nebraska/ne.htm
Ne,2017,NE,14.7,275,Ne,2018,13.4,271,/nchs/pressroom/states/nebraska/ne.htm
Ne,2017,NE,14.7,275,Ne,2017,14.7,275,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2017,NE,14.7,275,Ne,2016,13.1,246,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2017,NE,14.7,275,Ne,2015,11.7,223,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2017,NE,14.7,275,Ne,2014,13.4,251,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2017,NE,14.7,275,Ne,2005,10.9,187,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2016,NE,13.1,246,Ne,2021,15.0,288,/nchs/pressroom/states/nebraska/ne.htm
Ne,2016,NE,13.1,246,Ne,2020,14.9,283,/nchs/pressroom/states/nebraska/ne.htm
Ne,2016,NE,13.1,246,Ne,2019,16.1,309,/nchs/pressroom/states/nebraska/ne.htm
Ne,2016,NE,13.1,246,Ne,2018,13.4,271,/nchs/pressroom/states/nebraska/ne.htm
Ne,2016,NE,13.1,246,Ne,2017,14.7,275,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2016,NE,13.1,246,Ne,2016,13.1,246,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2016,NE,13.1,246,Ne,2015,11.7,223,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2016,NE,13.1,246,Ne,2014,13.4,251,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2016,NE,13.1,246,Ne,2005,10.9,187,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2015,NE,11.7,223,Ne,2021,15.0,288,/nchs/pressroom/states/nebraska/ne.htm
Ne,2015,NE,11.7,223,Ne,2020,14.9,283,/nchs/pressroom/states/nebraska/ne.htm
Ne,2015,NE,11.7,223,Ne,2019,16.1,309,/nchs/pressroom/states/nebraska/ne.htm
Ne,2015,NE,11.7,223,Ne,2018,13.4,271,/nchs/pressroom/states/nebraska/ne.htm
Ne,2015,NE,11.7,223,Ne,2017,14.7,275,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2015,NE,11.7,223,Ne,2016,13.1,246,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2015,NE,11.7,223,Ne,2015,11.7,223,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2015,NE,11.7,223,Ne,2014,13.4,251,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2015,NE,11.7,223,Ne,2005,10.9,187,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2014,NE,13.4,251,Ne,2021,15.0,288,/nchs/pressroom/states/nebraska/ne.htm
Ne,2014,NE,13.4,251,Ne,2020,14.9,283,/nchs/pressroom/states/nebraska/ne.htm
Ne,2014,NE,13.4,251,Ne,2019,16.1,309,/nchs/pressroom/states/nebraska/ne.htm
Ne,2014,NE,13.4,251,Ne,2018,13.4,271,/nchs/pressroom/states/nebraska/ne.htm
Ne,2014,NE,13.4,251,Ne,2017,14.7,275,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2014,NE,13.4,251,Ne,2016,13.1,246,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2014,NE,13.4,251,Ne,2015,11.7,223,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2014,NE,13.4,251,Ne,2014,13.4,251,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2014,NE,13.4,251,Ne,2005,10.9,187,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2005,NE,10.9,187,Ne,2021,15.0,288,/nchs/pressroom/states/nebraska/ne.htm
Ne,2005,NE,10.9,187,Ne,2020,14.9,283,/nchs/pressroom/states/nebraska/ne.htm
Ne,2005,NE,10.9,187,Ne,2019,16.1,309,/nchs/pressroom/states/nebraska/ne.htm
Ne,2005,NE,10.9,187,Ne,2018,13.4,271,/nchs/pressroom/states/nebraska/ne.htm
Ne,2005,NE,10.9,187,Ne,2017,14.7,275,/nchs/pressroom/states/nebraska/nebraska.htm
Ne,2005,NE,10.9,187,Ne,2016,13.1,246,/nchs/pressroom/states/nebraska/nebraska.htm
